id,text,json
438,"Sour Cream Pound Cake Cream 1 cup oleo with 3 cups sugar, blend in 1 cup sour cream, add 5 eggs in stages (3 then 2), then alternately add 3 cups flour mixed with 1/2 tsp. baking powder, 1/4 tsp. baking soda, and 1/4 tsp. salt with 1/2 cup milk stirred with 2 tsp. vanilla, blending after each addition without overbeating; bake time/temperature not specified in the data.","{""title"": ""Sour Cream Pound Cake"", ""ingredients"": [""1 c. oleo"", ""1 c. sour cream"", ""3 c. sugar"", ""5 eggs"", ""3 c. plain flour"", ""1/2 tsp. baking powder"", ""1/4 tsp. baking soda"", ""1/4 tsp. salt"", ""1/2 c. milk"", ""2 tsp. vanilla""], ""directions"": [""Cream"", ""together"", ""sugar\tand oleo."", ""Blend in sour cream. Add 3 eggs;"", ""blend."", ""Add remaining 2 eggs and blend."", ""Combine dry ingredients."", ""Stir vanilla into milk."", ""Add dry ingredients and milk"", ""alternately"", ""to"", ""creamed mixture."", ""Blend after each addition (do not beat as it would incorporate too much air and lighten texture).""]}"
439,"Baked Beans Mix 4 (15 oz.) cans Great Northern beans with 3/4 lb. cooked bacon pieces, 3/4 to 1 cup ketchup, and 1 cup white sugar; bake in a casserole at 325°F for 1 hour.","{""title"": ""Baked Beans"", ""ingredients"": [""4 (15 oz.) cans Great Northern white beans"", ""3/4 lb. bacon, cooked and cut in pieces"", ""3/4 to 1 c. ketchup"", ""1 c. white sugar""], ""directions"": [""Combine all ingredients well in a casserole dish."", ""Bake for 1 hour at 325°.""]}"
440,"Vanilla Ice Cream In a large bowl, mix 6 eggs, 1 1/2 cups sugar, 1 can evaporated milk, 1 Tbsp. milk, and vanilla (amount not specified in the data); add enough additional milk (amount not specified) to fill an ice-cream freezer about 3/4 full, then freeze according to your machine’s directions.","{""title"": ""Vanilla Ice Cream"", ""ingredients"": [""6 eggs"", ""1 1/2 c. sugar"", ""1 can evaporated milk"", ""1 Tbsp. milk"", ""milk""], ""directions"": [""Combine sugar, eggs, evaporated milk and vanilla in large mixing bowl."", ""Add enough milk to fill freezer 3/4 full.""]}"
441,"Sparkle Cutout Cookies Cream 1 (8 oz.) softened cream cheese with 1 cup margarine, 2/3 cup sugar, and 1/2 tsp. vanilla; add 2 1/2 cups flour and a dash of salt, mix well, chill, roll to 1/4-inch thick, cut shapes, place on ungreased sheets, decorate with colored sugar or icing (amounts not specified), and bake at 375°F for 8 to 10 minutes until edges just start to brown.","{""title"": ""Sparkle Cutout Cookies"", ""ingredients"": [""1 (8 oz.) cream cheese"", ""1 c. margarine"", ""2/3 c. sugar"", ""1/2 tsp. vanilla"", ""2 1/2 c. flour"", ""dash of salt""], ""directions"": [""Combine softened cream cheese, margarine, sugar and vanilla until well blended."", ""Add flour and salt."", ""Mix well."", ""Chill."", ""On a lightly floured surface, roll dough to 1/4-inch thickness."", ""Cut with assorted cookie cutters."", ""Place on ungreased cookie sheet. Decorate with colored sugar or icing."", ""Bake at 375° for 8 to 10 minutes, just until edges start to brown lightly.""]}"
442,"Taco Soup Put 2 lb. browned hamburger meat and 1 chopped medium onion in a crock-pot with 1 packet dry Ranch dressing mix, 1 packet taco seasoning, 1 can whole-kernel corn, 1 can red kidney beans, 1 can pinto beans, 1 small can chopped chiles, and 3 cans stewed tomatoes; cook all day on low (or simmer on stovetop 2 to 3 hours).","{""title"": ""Taco Soup"", ""ingredients"": [""2 lb. hamburger meat, browned"", ""1 medium chopped onion"", ""1 pkg. (dry) Hidden Valley Ranch dressing mix"", ""1 pkg. taco seasoning mix"", ""1 can whole kernel corn"", ""1 can red kidney beans"", ""1 can pinto beans"", ""1 small can chopped chilies"", ""3 cans stewed tomatoes""], ""directions"": [""Mix and put in crock-pot."", ""Cook all day."", ""If cooked on range top, simmer 2 to 3 hours.""]}"
443,"Fruit Cocktail Cake Mix 1 can (No. 303) fruit cocktail with juice, 1 1/2 cups sugar, 2 eggs, 1 tsp. vanilla, 2 tsp. soda, 1 tsp. cinnamon, and 2 cups flour all at once and beat 3 minutes. Pour into a greased 9 x 13-inch pan, top with 1/2 cup brown sugar and 1 cup chopped pecans, and bake at 350°F for about 45 minutes.","{""title"": ""Fruit Cocktail Cake"", ""ingredients"": [""1 (No. 303) can fruit cocktail (juice also)"", ""1 1/2 c. sugar"", ""2 eggs"", ""1 tsp. vanilla"", ""2 tsp. soda"", ""1 tsp. cinnamon"", ""2 c. flour"", ""1/2 c. brown sugar"", ""1 c. pecans, chopped""], ""directions"": [""Mix all at one time, except brown sugar and pecans."", ""Beat 3 minutes."", ""Pour into 9 x 13 greased pan."", ""Sprinkle with brown sugar and pecans."", ""Bake at 350° for 45 minutes.""]}"
444,"Fa-La-La-La-Las Cream 1 cup butter-flavor Crisco with 1/2 cup sugar; beat in 1 egg, 3/4 tsp. salt, 3/4 tsp. vanilla, and 1/2 tsp. almond extract. Stir in 2 1/4 cups all-purpose flour, press dough through a cookie press onto ungreased sheets, and bake at 400°F for 5 to 7 minutes until set but not browned (makes about 4 to 4 1/2 dozen).","{""title"": ""Fa-La-La-La-Las"", ""ingredients"": [""1 c. butter flavor Crisco"", ""1/2 c. sugar"", ""1 egg"", ""3/4 tsp. salt"", ""3/4 tsp. vanilla"", ""1/2 tsp. almond extract"", ""2 1/4 c. all-purpose flour""], ""directions"": [""Heat oven to 400°."", ""Cream butter flavor Crisco and sugar in large bowl at medium speed of electric mixer until well blended. Beat in egg, salt, vanilla and almond extract."", ""Stir in flour. Place dough in cookie press."", ""Press into desired shapes 2 inches apart on cooled, ungreased baking sheet."", ""Bake at 400° for 5 to 7 minutes or until set, but not brown."", ""Cool on baking sheet one minute."", ""Remove to cooling rack."", ""Makes 4 to 4 1/2 dozen cookies.""]}"
445,"Orange-Coconut Pie Cream 1/4 cup softened butter with 1 cup sugar, beat in 3 beaten eggs, then stir in 1/2 cup orange juice, 1 tsp. lemon extract, a dash of salt, and 1 cup flaked coconut. Pour into 1 unbaked 9-inch pie crust and bake at 350°F for 45 to 50 minutes until a knife inserted in the center comes out clean.","{""title"": ""Orange-Coconut Pie"", ""ingredients"": [""1/4 c. butter or margarine, softened"", ""1 c. sugar"", ""3 eggs, beaten"", ""1/2 c. orange juice"", ""1 tsp. lemon extract"", ""dash of salt"", ""1 c. flaked coconut"", ""1 (9-inch) pie crust, unbaked""], ""directions"": [""Cream butter; gradually add sugar, beating well at medium speed of an electric mixer."", ""Add eggs and beat until blended."", ""Stir in orange juice, lemon extract, salt and coconut, mixing well."", ""Pour into pie crust."", ""Bake at 350° for 45 to 50 minutes or until a knife inserted in center comes out clean.""]}"
446,"Sour Cream Pound Cake Cream 2 sticks real butter with 3 cups sugar, beat in 6 eggs one at a time, add 3 cups flour mixed with 1/4 tsp. baking soda, beat well, then blend in 1/2 pint sour cream and 1 tsp. vanilla. Pour into a greased and floured tube pan and bake at 325°F for about 1 hour or a bit longer.","{""title"": ""Sour Cream Pound Cake"", ""ingredients"": [""2 sticks butter (real)"", ""3 c. sugar"", ""3 c. flour"", ""6 eggs"", ""1 tsp. vanilla"", ""1/4 tsp. baking soda"", ""1/2 pt. sour cream""], ""directions"": [""Preheat oven to 325°."", ""Cream butter and sugar together."", ""Beat well."", ""Continue beating, add eggs one at a time."", ""Add flour and baking soda."", ""Beat well."", ""Add sour cream and vanilla."", ""Pour into greased and floured tube pan."", ""Bake one hour or maybe a little longer.""]}"
447,"Company Chicken Mix 1 cup instant rice with 1 can cream of mushroom soup, 1 can cream of chicken soup, and 1 can cream of celery soup; place 4 chicken breasts on top, add a pat of butter to each (amount not specified) and season to taste, then bake at 375°F for 1 hour.","{""title"": ""Company Chicken"", ""ingredients"": [""1 c. instant rice"", ""1 can cream of mushroom soup"", ""1 can cream of chicken soup"", ""1 can cream of celery soup"", ""4 chicken breasts""], ""directions"": [""Mix first 4 ingredients together."", ""Place chicken on top."", ""Put a pat of butter on each piece of chicken; season to taste."", ""Bake for 1 hour at 375°.""]}"
448,"Minestrone Soup Sauté 1 cup thinly sliced carrots, 1 cup sliced celery, 1/2 cup chopped onions, and 1 minced garlic clove in 2 Tbsp. margarine. Add 2 cans (15 oz. each) Chef Boyardee Beefogetti, 1 drained can chickpeas, 2 cups water, 2 beef bouillon cubes, 1/2 tsp. salt, 1/4 tsp. crushed basil, and 1/4 tsp. pepper; simmer covered about 15 minutes and top servings with Parmesan cheese (amount not specified) (serves about 6).","{""title"": ""Minestrone Soup"", ""ingredients"": [""1 c. thinly sliced carrots"", ""1 c. sliced celery"", ""1/2 c. chopped onions"", ""1 clove garlic, minced"", ""2 Tbsp. margarine"", ""2 cans (15 oz.) Chef Boyardee Beefogetti"", ""1 can chickpeas, drained"", ""2 c. water"", ""2 beef bouillon cubes"", ""1/2 tsp. salt"", ""1/4 tsp. crushed basil"", ""1/4 tsp. pepper"", ""Parmesan cheese""], ""directions"": [""In a 2-quart saucepan, saute carrots, celery, onions"", ""and garlic in margarine."", ""Add remaining ingredients except cheese. Simmer, covered, for 15 minutes."", ""Top each serving with Parmesan cheese. Serves six.""]}"
449,"Cherry Topped Cheesecake Heat oven to 300°F. Reserve 1 cup dry cake mix from 1 package yellow cake mix; combine remaining cake mix with 2 Tbsp. oil and 1 egg, press crumb mixture into a 13 x 9-inch pan bottom and slightly up sides. Beat 2 (8 oz.) packages cream cheese with 1/2 cup sugar, then beat in remaining 3 eggs, 1 1/2 cups milk, 3 Tbsp. lemon juice, and 3 Tbsp. vanilla; pour over crust and bake at 300°F until set (time not specified in the provided lines), cool, then top with 1 can cherry pie filling.","{""title"": ""Cherry Topped Cheesecake"", ""ingredients"": [""1 pkg. yellow cake mix"", ""2 Tbsp. oil"", ""2 (8 oz.) pkg. cream cheese"", ""1/2 c. sugar"", ""4 eggs"", ""1 1/2 c. milk"", ""3 Tbsp. lemon juice"", ""3 Tbsp. vanilla"", ""1 can cherry pie filling""], ""directions"": [""Preheat oven to 300°."", ""Reserve 1 cup of dry cake mix."", ""In large mixing bowl, combine remaining cake mix, 1 of the eggs and oil (mixture will be crumbly)."", ""Press mixture in bottom of 13 x 9-inch pan for crust."", ""Press up sides.""]}"
450,"Sweet ’N’ Sour Sauce Whisk together 1/2 cup vinegar, 1/2 cup sugar, and 1/3 cup oil until well blended; use for bean salad or cucumbers.","{""title"": ""Sweet 'N' Sour Sauce"", ""ingredients"": [""1/2 c. vinegar"", ""1/2 c. sugar"", ""1/3 c. oil""], ""directions"": [""Blend all ingredients together well."", ""Use for bean salad or cucumbers.""]}"
451,"Easy Taco Dip In a glass pie plate, layer 1 large package cream cheese, 1 can Hormel chili, and 2 cups shredded Cheddar; microwave on High about 5 to 6 minutes and serve with nacho chips.","{""title"": ""Easy Taco Dip"", ""ingredients"": [""1 large pkg. cream cheese"", ""1 can Hormel chili"", ""2 c. shredded Cheddar cheese""], ""directions"": [""In a glass pie pan, layer all three ingredients, placing cream cheese on the bottom of the pan, chili in the middle, shredded Cheddar cheese on top."", ""Place in microwave on High for about 5 to 6 minutes."", ""Use nacho chips to dip with."", ""Great for parties and snacks.""]}"
452,"Monkey Bread Separate 2 packages refrigerator rolls, dip each in 1/2 cup melted margarine or butter, then in a mixture of 3/4 cup sugar and 1 tsp. cinnamon. Stack unevenly in a casserole or ring pan, bake at 425°F for 20 to 25 minutes, invert onto a plate, and optionally drizzle with powdered-sugar icing (amount not specified).","{""title"": ""Monkey Bread"", ""ingredients"": [""2 pkg. refrigerator rolls"", ""1/2 c. melted margarine or butter"", ""3/4 c. sugar"", ""1 tsp. cinnamon""], ""directions"": [""Separate rolls."", ""Dip each into margarine, then into sugar and cinnamon mixture."", ""Stack unevenly in casserole or ring pan."", ""Bake at 425° for 20 to 25 minutes."", ""Turn out onto plate."", ""Drizzle powdered sugar icing over top, if desired.""]}"
453,"Coconut Cream Pie Or Lemon Meringue Pie For coconut version, cook a custard using 3 separated eggs (use yolks for filling), 4 Tbsp. cornstarch, 2 cups milk, 2 Tbsp. butter, 1 1/2 cups sugar, and 1 Tbsp. coconut flavoring, then pour into 1 unbaked pie shell and top with meringue made from the egg whites (method details not fully specified in the data). Note from data: for lemon pie, use 1 1/2 cups milk plus 1/2 cup ReaLemon instead of the 2 cups milk and omit coconut flavoring.","{""title"": ""Coconut Cream Pie Or Lemon Meringue Pie"", ""ingredients"": [""3 eggs, separated"", ""4 Tbsp. cornstarch"", ""2 c. milk"", ""2 Tbsp. butter"", ""1 1/2 c. sugar"", ""1 Tbsp. coconut flavoring"", ""1 unbaked pie shell""], ""directions"": [""Note:"", ""For lemon pie, use 1 1/2 cups milk and 1/2 cup ReaLemon, no flavoring.""]}"
454,"Death By Chocolate Bake 1 chocolate cake mix as directed, cool completely, and break into pieces. Beat together 2 packages chocolate instant pudding, 2 envelopes Dream Whip, and 3 cups cold milk; refrigerate 1 hour. Layer cake pieces with 2 (8 oz.) containers Cool Whip and the pudding mixture, and top with 4 crushed Heath bars if desired (assembly details beyond the provided lines are implied by ingredients).","{""title"": ""Death By Chocolate"", ""ingredients"": [""1 chocolate cake mix"", ""2 (8 oz.) containers Cool Whip"", ""2 envelopes Dream Whip"", ""2 pkg. chocolate Jell-O instant pudding"", ""3 c. cold milk"", ""4 Heath bars (optional)""], ""directions"": [""Bake cake mix according to instructions on box. Cool completely; break into small pieces. Mix together Jell-O, Dream Whip and milk; beat well. Refrigerate 1 hour.""]}"
455,"Corn Meal Muffins Sift 1 cup flour and sift with 3/4 tsp. baking soda, 1 tsp. salt, and 1 tsp. baking powder; mix with 1 cup corn meal. Combine 1/4 cup melted bacon fat with 2 Tbsp. brown sugar and 2 well-beaten eggs, add 1 1/2 cups sour milk, then stir into dry ingredients just until smooth. Fill a well-oiled muffin pan 2/3 full and bake at 435°F for 15 to 20 minutes.","{""title"": ""Corn Meal Muffins"", ""ingredients"": [""1 c. corn meal"", ""2 Tbsp. brown sugar"", ""3/4 tsp. baking soda"", ""2 eggs, well beaten"", ""1 1/2 c. sour milk"", ""1 c. flour"", ""1 tsp. salt"", ""1 tsp. baking powder"", ""1/4 c. melted bacon fat""], ""directions"": [""Sift flour."", ""Measure and sift with baking soda, salt and baking powder."", ""Mix with corn meal."", ""Combine bacon fat, sugar and eggs."", ""Add sour milk."", ""Combine with dry ingredients."", ""Beat only until smooth."", ""Fill well-oiled muffin pan 2/3 full."", ""Bake in hot oven (435°) for 15 to 20 minutes.""]}"
456,"Hot Taco Rice Brown 1 lb. ground beef with 1 chopped onion; drain. Add 1 1/2 cups salsa, 1 can tomato sauce, and 1 chicken bouillon cube, bring to a boil, then stir in 1 1/2 cups Minute rice, cover, and simmer about 5 minutes.","{""title"": ""Hot Taco Rice"", ""ingredients"": [""1 lb. ground beef"", ""1 onion, chopped"", ""1 1/2 c. salsa sauce"", ""1 chicken bouillon cube"", ""1 can tomato sauce"", ""1 1/2 c. Minute rice""], ""directions"": [""Brown meat and onion in skillet; drain."", ""Add salsa and tomato sauce with bouillon cube."", ""Bring to boil, then simmer, covered, for 5 minutes.""]}"
457,"Moist Devil’s Food Cake Beat 1 devil’s food cake mix with 1 can cherry pie filling, 1/4 cup oil, and 3 eggs on medium speed about 3 minutes; bake in a greased and floured tube pan at 350°F for about 40 minutes.","{""title"": ""Moist Devil'S Food Cake"", ""ingredients"": [""1 devil's food cake mix"", ""1 can cherry pie filling"", ""1/4 c. oil"", ""3 eggs""], ""directions"": [""Blend all ingredients together with electric mixer on medium speed for 3 minutes."", ""Bake in greased and floured tube pan for 40 minutes at 350°.""]}"
458,"Peanut Butter Twinkies Bring 1 cup sugar and 1 cup light Karo syrup to a full boil, remove from heat, stir in 1 cup peanut butter, 1/4 stick oleo, and 1 Tbsp. vanilla. Add 6 to 8 cups cornflakes (enough to press) and press into a well-buttered 13 x 9-inch pan; cut into squares while warm.","{""title"": ""Peanut Butter Twinkies"", ""ingredients"": [""1 c. sugar"", ""1 c. light Karo syrup"", ""1 c. peanut butter"", ""1/4 stick oleo"", ""1 Tbsp. vanilla"", ""6 to 8 c. cornflakes""], ""directions"": [""In a saucepan, bring sugar and syrup to a full boil."", ""Remove from heat."", ""Add peanut butter, oleo and vanilla."", ""Add enough cornflakes to be able to press into well-buttered 13 x 9-inch pan. Cut into squares while still warm.""]}"
459,"Low-Calorie Pumpkin Pie Heat oven to 350°F and lightly grease or spray a 9-inch pie pan. Blend 1 (16 oz.) can solid-pack pumpkin, 1 (13 oz.) can evaporated skim milk, 1 egg, 2 egg whites, 1/2 cup biscuit mix, 2 Tbsp. sugar, 6 packets sugar substitute, 2 tsp. pumpkin pie spice, and 2 tsp. vanilla for about 1 minute (or beat 2 minutes). Pour into pan and bake about 50 minutes until center is puffed (about 8 servings).","{""title"": ""Low-Calorie Pumpkin Pie"", ""ingredients"": [""1 (16 oz.) can solid pack pumpkin"", ""1 (13 oz.) can evaporated skim milk"", ""1 egg"", ""2 egg whites"", ""1/2 c. biscuit mix (Bisquick type)"", ""2 Tbsp. sugar"", ""6 packets sugar substitute"", ""2 tsp. pumpkin pie spice"", ""2 tsp. vanilla""], ""directions"": [""Heat oven to 350°."", ""Lightly grease or spray a 9-inch pie pan with vegetable spray."", ""Place all ingredients in blender, food processor or mixing bowl."", ""Blend 1 minute or beat 2 minutes with mixer."", ""Pour into pie pan."", ""Bake for 50 minutes or until center is puffed up."", ""Makes 8 servings (112 calories).""]}"
460,"Zucchini Squares Mix 2 cups shredded zucchini with 1/2 cup chopped onion, 1 clove garlic (minced), 1/2 cup grated Parmesan, 1/2 cup oil, 2 Tbsp. dried parsley, 1/2 tsp. salt, 1/2 tsp. seasoned salt, 1/2 tsp. oregano, and 2 slightly beaten eggs; bake in a greased 9 x 13-inch pan at 350°F for about 30 minutes until lightly browned on top.","{""title"": ""Zucchini Squares"", ""ingredients"": [""2 c. zucchini, shredded"", ""1/2 c. onion, chopped"", ""1 clove garlic"", ""1/2 c. grated Parmesan"", ""1/2 c. oil"", ""2 Tbsp. dried parsley"", ""1/2 tsp. salt"", ""1/2 tsp. seasoned salt"", ""1/2 tsp. oregano"", ""2 eggs, slightly beaten""], ""directions"": [""Mix all together and bake at 350° in a greased 9 x 13-inch pan for about 1/2 hour."", ""Top will turn light brown.""]}"
461,"Pound Cake Cream 1 stick butter with 1 cup Crisco and 3 cups sugar, add 6 eggs one at a time, add 3 cups plain flour one cup at a time plus 1/2 tsp. baking powder, then add 1 cup sweet milk in thirds and 1 tsp. vanilla; beat 3 minutes. Pour into a greased and floured tube pan, place in a cold oven, set to 350°F, and bake about 1 hour 15 minutes.","{""title"": ""Pound Cake"", ""ingredients"": [""1 stick butter"", ""1 c. Crisco"", ""3 c. sugar"", ""6 eggs"", ""3 c. plain flour"", ""1/2 tsp. baking powder"", ""1 c. sweet milk"", ""1 tsp. vanilla""], ""directions"": [""Cream butter, Crisco and sugar."", ""Add eggs, one at a time."", ""Add flour, a cup at a time."", ""Add milk, a third at a time, then mix good."", ""Beat 3 minutes."", ""Put in a tube pan (greased and floured). Place in cold oven."", ""Turn to 350° and bake for 1 hour and 15 minutes.""]}"
462,"Chocolate Eclair Dessert Line a buttered 9 x 13-inch dish with about 10 graham crackers (half of ~20). Beat 2 (4 oz.) packages vanilla instant pudding with 3 1/2 cups milk for 2 minutes, fold in 8 oz. whipped topping, spread half over crackers, add remaining crackers, then remaining pudding mixture, and chill 2 hours. Beat 2 packages Choco-bake with 2 tsp. light corn syrup, 2 tsp. vanilla, and 3 Tbsp. softened margarine, then beat in 1 1/2 cups confectioners sugar alternating with 3 Tbsp. milk, and spread icing over the top.","{""title"": ""Chocolate Eclair Dessert"", ""ingredients"": [""20 (about) graham crackers"", ""2 (4 oz.) pkg. vanilla instant pudding mix"", ""3 1/2 c. milk"", ""8 oz. whipped topping"", ""2 pkg. Choco-bake"", ""2 tsp. light corn syrup"", ""2 tsp. vanilla"", ""3 Tbsp. margarine, softened"", ""1 1/2 c. confectioners sugar"", ""3 Tbsp. milk""], ""directions"": [""Line a buttered 9 x 13-inch serving dish with half the graham crackers."", ""Beat pudding mix and 3 1/2 cups milk in mixer bowl for 2 minutes."", ""Fold in whipped topping."", ""Layer half the pudding mixture, remaining graham crackers and remaining pudding mixture in prepared dish."", ""Chill for 2 hours."", ""Combine Choco-bake, corn syrup, vanilla and margarine in bowl; beat well."", ""Add confectioners sugar and 3 tablespoons milk alternately, beating well after each addition."", ""Spread over dessert.""]}"
463,"Butternut Cookies Cream 2 cups butter with 1 cup sugar and 4 tsp. vanilla until fluffy, add 4 cups flour and 1 tsp. salt, then mix in 4 cups finely chopped walnuts. Shape into 1-inch balls, bake at 325°F for about 20 minutes without browning, cool, and roll in confectioners sugar (amount not specified).","{""title"": ""Butternut Cookies"", ""ingredients"": [""2 c. butter"", ""1 c. sugar"", ""4 tsp. vanilla"", ""4 c. flour"", ""1 tsp. salt"", ""4 c. finely chopped walnuts"", ""confectioners sugar""], ""directions"": [""Cream the butter, sugar and vanilla until fluffy. Add flour and salt."", ""Blend well. Add nuts."", ""Mix well and shape into 1-inch balls. Bake at 325° for 20 minutes. Do not brown."", ""Cool and roll into confectioners sugar.""]}"
464,"Hattie Coffer’s Kool-Aid Punch Make a syrup by heating 1 cup water with 2 cups sugar until dissolved; stir in 1 package Kool-Aid (any flavor), 1/2 cup lemon juice, 2 cups pineapple juice, 1 quart ginger ale, and 10 cups water (makes about 30 cups).","{""title"": ""Hattie Coffer'S Kool-Aid Punch"", ""ingredients"": [""1 c. water"", ""2 c. sugar"", ""1 qt. ginger ale"", ""1 pkg. Kool-Aid (any flavor)"", ""1/2 c. lemon juice"", ""2 c. pineapple juice"", ""10 c. water""], ""directions"": [""Make a syrup of the 1 cup of water and 2 cups of sugar. Cook until sugar is dissolved."", ""Add the remaining ingredients. Makes about 30 cups.""]}"
465,"Scalloped Corn Heat oven to 350°F. Sauté 1/2 cup chopped onion in 2 Tbsp. butter until golden, blend in 2 Tbsp. flour, 1 tsp. salt, 1/2 tsp. paprika, and a dash black pepper and cook until bubbly. Remove from heat, whisk in 3/4 cup milk, bring to a boil and cook 1 minute stirring constantly, then stir in 1 can whole-kernel corn and 1 slightly beaten egg. Pour into a baking dish, top with breadcrumbs (amount not specified), and bake 30 minutes.","{""title"": ""Scalloped Corn"", ""ingredients"": [""1/2 c. onions, chopped"", ""2 Tbsp. butter"", ""2 Tbsp. flour"", ""1 tsp. salt"", ""1/2 tsp. paprika"", ""dash of black pepper"", ""3/4 c. milk"", ""1 can whole kernel corn"", ""1 egg, slightly beaten"", ""breadcrumbs""], ""directions"": [""Heat oven to 350°. Saute onion in butter until golden. Blend in flour and seasonings; cook until bubbly. Remove from heat. Add milk gradually, stirring as you add. Bring to a boil and cook 1 minute; stir constantly. Remove from heat and add corn and egg. Place in baking dish. Top with breadcrumbs. Bake for 30 minutes.""]}"
466,"Becky’s Punch Mix 1 packet black cherry (or cherry) Kool-Aid with 1 small box same-flavor Jell-O in 2 quarts warm water, then add 1 cup sugar, 1 can frozen lemonade, and 1 can pineapple juice; freeze. Thaw about 1 hour before serving and add 2 liters 7-Up.","{""title"": ""Becky'S Punch"", ""ingredients"": [""1 pkg. black cherry or cherry Kool-Aid"", ""1 small box Jell-O (same flavor)"", ""2 qts. warm water"", ""1 can pineapple juice"", ""1 can frozen lemonade"", ""1 cup sugar"", ""2 liters 7-up""], ""directions"": [""Mix the Kool-Aid, Jell-O, and water together."", ""Add sugar, lemonade, and pineapple juice."", ""Stir well and freeze."", ""Thaw one hour before serving and add 2 liters of soda.""]}"
467,"Chicken Saltimbocca Pound 3 large chicken breasts (skinned, boned, halved lengthwise) into 6 cutlets; top each with 1 thin ham slice and 1 slice process Swiss cheese, add some of 1 chopped medium tomato, and sprinkle lightly with crushed dried sage (amount not specified). Fold sides and roll; mix 1/3 cup fine dry bread crumbs with 2 Tbsp. grated Parmesan and 2 Tbsp. snipped parsley, dip rolls in 1/4 cup melted butter and coat with crumbs, then bake in a shallow pan at 350°F for 40 to 45 minutes (serves about 6).","{""title"": ""Chicken Saltimbocca"", ""ingredients"": [""3 whole large chicken breasts, skinned, boned and halved lengthwise"", ""6 thin slices boiled ham"", ""6 slices process Swiss cheese"", ""1 medium tomato, peeled, seeded and chopped"", ""crushed dried sage"", ""1/3 c. fine dry bread crumbs"", ""2 Tbsp. grated Parmesan cheese"", ""2 Tbsp. snipped parsley"", ""1/4 c. butter, melted""], ""directions"": [""Place chicken, boned side up, between two pieces clear plastic wrap."", ""Working out from the center, pound each lightly with meat mallet to 5 1/2 x 5 1/2 inches."", ""Remove wrap."", ""Place a ham slice and a cheese slice on each cutlet, cutting to fit within 1/4 inch of edges."", ""Top with some tomato; sprinkle lightly with sage."", ""Fold in sides; roll up jelly roll fashion, pressing to seal well. Combine crumbs, Parmesan and parsley."", ""Dip chicken in butter, then roll in crumbs."", ""Bake in shallow baking pan at 350° for 40 to 45 minutes."", ""Remove to platter."", ""Blend mixture remaining in pan until smooth; serve over chicken."", ""Serves 6.""]}"
468,"Toll House Cookies (Oatmeal Version) Cream 1 cup shortening with 3/4 cup brown sugar and 3/4 cup white sugar. Add 1 1/2 cups sifted flour, 1 tsp. soda, 2 beaten eggs, 1 tsp. hot water, 1 tsp. vanilla, and 1 tsp. salt; stir in 2 cups oatmeal, 1 cup chopped nuts, and 1 package Toll House chocolate chips (or butterscotch chips). Drop by teaspoonfuls onto a cookie sheet and bake at 350°F for 10 to 15 minutes.","{""title"": ""Toll House Cookies"", ""ingredients"": [""1 c. shortening"", ""3/4 c. brown sugar"", ""3/4 c. white sugar"", ""1 1/2 c. sifted flour"", ""1 tsp. soda"", ""2 eggs, beaten"", ""1 tsp. hot water"", ""1 tsp. vanilla"", ""1 tsp. salt"", ""2 c. oatmeal"", ""1 c. chopped nuts"", ""1 pkg. Toll House chocolate chips or butterscotch chips""], ""directions"": [""Mix together"", ""shortening,"", ""brown sugar and white sugar. Sift and add"", ""flour,"", ""soda, eggs, hot water, vanilla and salt. Add oatmeal,"", ""nuts,"", ""chocolate\tchips"", ""or"", ""butterscotch chips. Drop by teaspoonful on"", ""cookie"", ""sheet."", ""Bake at 350° for 10 to 15 minutes.""]}"
469,"Chicken Tortilla Casserole Mix 1 can cream of chicken soup with 1 can cream of mushroom soup, 1 cup sour cream, 1 cup picante sauce, and onion to taste; heat until nearly boiling. Grease a 9 x 9-inch pan, break 12 tortillas into pieces and layer half in the pan, add half of 1 cooked boned chicken, pour on half the hot sauce mixture, repeat layers, top with Cheddar cheese (amount not specified), and bake at 350°F for 30 to 40 minutes.","{""title"": ""Chicken Tortilla Casserole"", ""ingredients"": [""12 tortillas"", ""1 chicken, cooked and boned"", ""1 can cream of chicken soup"", ""1 can cream of mushroom soup"", ""1 c. sour cream"", ""1 c. picante sauce"", ""onion to taste"", ""Cheddar cheese""], ""directions"": [""Combine soups, sour cream, picante sauce and onion. Heat to almost boiling. Grease 9 x 9-inch baking pan. Break tortillas into pieces. Line pan with half of the tortillas. Spread half of chicken on tortillas and pour half of soup mixture over top. Repeat layers with remaining ingredients and top with cheese. Bake in 350° oven for 30 to 40 minutes.""]}"
